dwnom,beta2,beta1,beta3,beta4,beta5,south,rep,year
-.285,-.11046928,.97639471,-.10786162,.24351972,0,0,1,1958
-.285,-.11231476,.98980677,-.11116991,.22941595,0,0,1,1960
-.285,.0048473477,.96880591,.0046961391,.13239044,0,0,1,1962
-.285,.0034703612,.9972319,.0034607549,.34871507,0,0,1,1964
-.285,.11096317,.97887492,.10861906,.31859851,0,0,1,1966
-.285,.11136925,.95673156,.10655048,.18269694,0,0,1,1968
-.285,-.0081801713,.9715997,-.0079478519,.36739582,0,0,1,1970
-.285,-.0079064965,.96303177,-.0076142075,.078092992,0,0,1,1972
-.285,-.099839091,.9305566,-.092905924,.13773441,0,0,1,1974
-.285,-.099842608,.95391357,-.095241219,.029626131,0,0,1,1976
.252,-.050729632,.96402681,-.048904724,.064858437,0,0,0,1978
.252,-.047221571,.93941724,-.044360757,.21393228,0,0,0,1980
.252,-.074524522,.94509161,-.070432499,.0062995553,0,0,0,1982
-.28600001,-.074528486,.93379629,-.06959442,.023035407,0,0,1,1984
-.28600001,-.037678748,.9144938,-.034456983,.46743959,0,0,1,1986
-.28600001,-.037678748,.95071632,-.035821799,.3249644,0,0,1,1988
-.39700001,-.071891457,.97622025,-.070181899,.091955662,0,0,1,1990
.55599999,-.071835011,.98617542,-.070841923,.24529731,0,0,0,1992
.55599999,-.0074373484,.9890672,-.0073560374,.11027157,0,0,0,1994
.55599999,-.0072110295,.98262608,-.0070857457,.022847056,0,0,0,1996
.55599999,-.017662108,.99799407,-.017626679,.31716013,0,0,0,1998
.55599999,-.054439366,.98238623,-.053480484,.28119522,0,0,0,2000
-.352,-.06833598,.98842084,-.067544706,.39813167,0,0,1,2002
-.352,-.06833598,.98476809,-.067295089,.35783529,0,0,1,2004
-.352,-.059639066,.93981481,-.056049678,.36041319,0,0,1,2006
-.352,-.059791952,.97829556,-.058494203,.48407626,0,0,1,2008
-.352,-.047963202,.97102296,-.046573371,.20846903,0,0,1,2010
-.352,,,,,0,0,1,2012
-.31600001,-.18077898,.59001088,-.10666157,.29352611,0,0,1,1882
-.389,-.18191266,.81722111,-.14866287,.083922625,0,0,1,1884
-.226,-.098840177,.97810996,-.096676558,.08999306,0,0,1,1886
-.54900002,-.10114795,.99231458,-.10037059,.067849815,0,0,1,1888
-.54900002,-.13467753,,,,0,0,1,1890
-.53799999,-.13333094,.88371199,-.11782615,.50126541,0,0,1,1892
-.53799999,-.45843297,,,,0,0,1,1894
-.454,-.45865983,,,,0,0,1,1896
-.454,-.16300493,.71037161,-.11579408,.32454491,0,0,1,1898
-.31900001,-.17265308,.92514348,-.15972887,.39451373,0,0,1,1900
-.31900001,-.25885519,.90612882,-.23455615,.49697399,0,0,1,1902
-.31900001,-.25937524,.84793752,-.219934,.41335309,0,0,1,1904
-.31900001,-.20841414,.87722182,-.18282543,.40959322,0,0,1,1906
-.479,-.20841396,.93014246,-.19385467,.38661295,0,0,1,1908
-.479,-.23936895,.95583045,-.22879612,.34684622,0,0,1,1910
-.34400001,-.32011926,.98296577,-.31466627,.29408854,0,0,1,1912
-.377,-.15479502,.94891912,-.14688796,.26286888,0,0,1,1914
-.377,-.15376338,.91117084,-.14010471,.33330619,0,0,1,1916
-.377,-.16416162,,,,0,0,1,1918
-.377,-.17054439,.83949286,-.14317079,.38528383,0,0,1,1920
-.377,-.25175127,.83024269,-.20901465,.46503127,0,0,1,1922
-.377,-.25181359,.77463228,-.19506294,.55125582,0,0,1,1924
-.32300001,-.095490098,.78704959,-.075155444,.34364915,0,0,1,1926
-.32300001,-.095474899,,,,0,0,1,1928
-.32300001,-.089095056,.91165489,-.081223942,.025466204,0,0,1,1930
.32699999,-.088156998,.99607068,-.087810598,.095229506,0,0,0,1932
.32699999,-.098071754,.99192882,-.097280197,.058552265,0,0,0,1934
.31,-.098071754,.99863088,-.09793748,.027596712,0,0,0,1936
-.484,-.12138158,.98229188,-.11923214,.024075449,0,0,1,1938
-.484,-.12096554,.98552144,-.11921413,.1607582,0,0,1,1940
-.484,-.11294708,.96843332,-.10938171,.18372488,0,0,1,1942
-.484,,,,,0,0,1,1944
-.249,-.12245855,.99838108,-.12226029,.33346528,0,0,1,1948
-.249,-.10421005,.98725438,-.10288183,.18558282,0,0,1,1950
-.27399999,-.10421005,.99063551,-.10323417,.098340571,0,0,1,1952
-.27399999,-.079073727,.97353429,-.076980986,.12159377,0,0,1,1954
-.27399999,-.078835636,.97128808,-.076572113,.046358109,0,0,1,1956
-.27399999,-.057005793,.97693515,-.055690963,.097523987,0,0,1,1958
-.27399999,-.058851272,.99020016,-.058274537,.13341945,0,0,1,1960
-.27399999,.051282406,.96962869,.049724892,.065238237,0,0,1,1962
.47299999,.049905419,.9958083,.049696229,.03617543,0,0,0,1964
-.175,.15739822,.97792578,.15392378,.17579806,0,0,1,1966
-.175,.15780431,.95662403,.1509594,.23237693,0,0,1,1968
-.175,.052941382,.97129154,.051421516,.39899033,0,0,1,1970
-.175,.053215057,.96313214,.051253133,.02146107,0,0,1,1972
-.175,-.026406735,.93071854,-.024577238,.099659562,0,0,1,1974
-.175,-.026410252,.95357478,-.025184151,.098442674,0,0,1,1976
-.093999997,,,,,0,0,1,1978
-.38600001,-.096331656,.9877739,-.095153898,.38205338,0,0,1,1992
-.38600001,-.050703406,.98673797,-.050030977,.2602247,0,0,1,1994
-.38600001,-.050477087,.98256183,-.049596861,.51530945,0,0,1,1996
-.38600001,-.011684179,.99515188,-.011627533,.15621591,0,0,1,1998
-.38600001,-.03027007,.98264319,-.029744677,.1810618,0,0,1,2000
-.35100001,-.026279837,.99065197,-.026034173,.16242093,0,0,1,2002
-.35100001,-.026279837,.98541534,-.025896555,.11403382,0,0,1,2004
-.35100001,-.012139082,.94169605,-.011431325,.062099993,0,0,1,2006
-.35100001,,,,,0,0,1,2008
-.81,,,,,0,0,1,2012
-.54900002,-.082126588,.88338512,-.072549403,.4522059,0,0,1,1892
-.54900002,-.45807964,,,,0,0,1,1894
-.50199997,-.45830649,,,,0,0,1,1896
-.50199997,-.24379832,.71225643,-.17364691,.49128658,0,0,1,1898
-.50199997,-.25344646,.92581546,-.23464465,.42965883,0,0,1,1900
-.38600001,-.30829358,.90799147,-.27992794,.64482832,0,0,1,1902
-.38600001,-.30881363,.84959799,-.26236743,.55817533,0,0,1,1904
-.38600001,-.27243665,.87817454,-.23924693,.44428992,0,0,1,1906
-.38600001,-.27243647,.93211991,-.25394344,.4761762,0,0,1,1908
-.38600001,-.29297173,.95532727,-.27988389,.27595401,0,0,1,1910
-.211,-.3539387,.98350239,-.34809956,.4917025,0,0,,1912
-.241,-.21303642,,,,0,0,1,1914
-.241,-.21200478,.9116888,-.19328238,.4431572,0,0,1,1916
-.241,-.24162933,.8370775,-.20226248,.66370022,0,0,1,1918
-.241,-.2480121,.84043562,-.2084382,.58899796,0,0,1,1920
-.241,-.33432496,,,,0,0,1,1922
-.241,-.33438724,,,,0,0,1,1924
-.241,-.099186212,.78720319,-.0780797,.38218713,0,0,1,1926
-.241,-.099171013,,,,0,0,1,1928
-.241,-.18468076,.91353393,-.16871214,.28141552,0,0,1,1930
-.241,-.1837427,.99580216,-.18297137,.042149186,0,0,1,1932
.56699997,-.072437286,.99211407,-.07186605,.10202622,0,0,0,1934
.56699997,-.072437286,.99906886,-.072369836,.034102798,0,0,0,1936
.56699997,-.060999453,.98208237,-.059906486,.029252887,0,0,0,1938
.56699997,-.060583413,.98512208,-.059682056,.061382592,0,0,0,1940
-.13,-.010445297,.96751541,-.010105985,.011065841,0,0,1,1942
.56699997,-.010473728,.91486549,-.0095820529,.092839122,0,0,0,1944
-.13,-.050380111,.93904436,-.04730916,.13878578,0,0,1,1946
-.13,-.050375342,.99777108,-.050263058,.23455375,0,0,1,1948
-.13,-.0082975328,.98714393,-.0081908591,.16369736,0,0,1,1950
-.13,-.0082975328,.99061269,-.0082196416,.11798978,0,0,1,1952
-.13,-.00044000149,.97361398,-.00042839159,.12675744,0,0,1,1954
-.13,-.00020191073,.97109199,-.0001960739,.14158118,0,0,1,1956
-.13,.022035956,.97674888,.021523597,.21726012,0,0,1,1958
-.13,.020190477,.99001682,.019988913,.26572156,0,0,1,1960
-.13,.13292569,.97162312,.12915367,.49682379,0,0,1,1962
.449,.1315487,.99429071,.13079765,.30236614,0,0,0,1964
.449,.23904151,.9734751,.23270096,.41205835,0,0,0,1966
.449,.23944759,.95857716,.22952899,.53699923,0,0,0,1968
.449,-.016446948,.9733628,-.016008848,.016364098,0,0,0,1970
.449,-.016173273,.96448648,-.015598903,.44739962,0,0,0,1972
.449,-.044773072,.93158197,-.041709788,.052675366,0,0,0,1974
.55599999,-.044776589,.95410466,-.042721551,.098234534,0,0,0,1976
.55599999,-.029457808,.96432698,-.028406959,.10689533,0,0,0,1978
.55599999,-.02553764,.93968081,-.02399723,.33003342,0,0,0,1980
.55599999,-.080231965,.94594979,-.075895414,.17535484,0,0,0,1982
.55599999,-.080235928,.93492758,-.075014785,.32706964,0,0,0,1984
.55599999,-.074026555,.91732341,-.06790629,.081915379,0,0,0,1986
.55599999,-.074026555,.9523623,-.070500098,.3154515,0,0,0,1988
.55599999,,,,,0,0,0,1990
.37799999,.10618097,.99564183,.10571821,.40686548,0,0,0,2002
.37799999,.10618097,.98676634,.1047758,.45522344,0,0,0,2004
.37799999,.11686093,.94494539,.11042719,.50233436,0,0,0,2006
.37799999,.11670804,.98048919,.11443097,.27187407,0,0,0,2008
.37799999,.1460368,.97103983,.14180756,.23986483,0,0,0,2010
.44499999,,,,,0,0,0,2012
-.271,-.1012623,.94875604,-.096073218,.21405762,0,0,1,1914
-.271,,,,,0,0,1,1916
-.27900001,-.23749037,.83984703,-.19945559,.41458637,0,0,1,1920
-.23,-.33480877,.832623,-.27876949,.76862192,0,0,1,1922
-.23,-.33487111,.77324665,-.25893795,.36612594,0,0,1,1924
-.23,-.081304818,.7865274,-.063948467,.30474526,0,0,1,1926
-.23,-.081289619,.78782922,-.064042337,.60628301,0,0,1,1928
-.23,,,,,0,0,1,1930
-.23,.012043834,.99225998,.011950614,.11966765,0,0,1,1934
.366,.012043834,.9987787,.012029124,.017044425,0,0,0,1936
-.23,.020223856,.98168582,.019853473,.097215414,0,0,1,1938
.366,.020639896,.98472375,.020324595,.022827268,0,0,0,1940
.366,.067288101,.96598577,.064999349,.16200078,0,0,0,1942
.366,.067259669,.91450495,.0615093,.059273541,0,0,0,1944
-.229,.040627956,.93736768,.038083334,.25414801,0,0,1,1946
.366,.040632725,.99510068,.040433653,.23163617,0,0,0,1948
.366,.10616738,.98548979,.10462686,.29769576,0,0,0,1950
.366,.10616738,.99212265,.10533106,.32285392,0,0,0,1952
.54699999,.1358389,.97605205,.13258584,.39527047,0,0,0,1954
.54699999,.13607699,.9727664,.13237113,.45875835,0,0,0,1956
.54699999,.15279526,.97839606,.14949428,.43331373,0,0,0,1958
.54699999,.15094978,.99166214,.14969118,.42416072,0,0,0,1960
.54699999,.14782435,.97180593,.14365658,.72125578,0,0,0,1962
.54699999,.14644736,.99423021,.14560239,.66071212,0,0,0,1964
.54699999,.25394017,.97373599,.24727067,.72848642,0,0,0,1966
.54699999,.25434625,.95810819,.24369122,.72305453,0,0,0,1968
.54699999,.16863251,.9753859,.16448177,.73071265,0,0,0,1970
.54699999,.16890618,.96467,.16293873,.77452934,0,0,0,1972
.54699999,.094388008,.93339437,.088101238,.80512834,0,0,0,1974
.54699999,,,,,0,0,0,1976
.65499997,.16757405,.94041085,.15758845,.77503824,0,0,0,1980
.65499997,.16244721,.94783974,.15397392,.73249125,0,0,0,1982
.65499997,.16244325,.93559802,.15198158,.7209276,0,0,0,1984
.65499997,.14108485,.91925567,.12969305,.76633286,0,0,0,1986
.65499997,.14108485,.95242417,.13437262,.65817416,0,0,0,1988
.65899998,,,,,0,0,0,1990
.396,.074589074,.98928905,.073790155,.15596128,0,0,0,1994
.396,.074815392,.98264122,.073516689,.18435752,0,0,0,1996
.396,.0887779,.99787748,.088589467,.33838451,0,0,0,1998
.396,.30173147,.9845525,.29707047,1,0,0,0,2000
.498,.30907595,.99591851,.30781445,.61775327,0,0,0,2002
.498,.30907595,.98701423,.30506235,1,0,0,0,2004
.498,.31036091,.94475102,.29321378,.59067142,0,0,0,2006
.498,.31020802,.9807179,.30422655,.62263668,0,0,0,2008
.514,.32103682,.97103083,.31173664,.15819478,0,0,0,2010
.68699998,,,,,0,0,0,2012
.33399999,-.04361105,.99694425,-.043477785,.27059054,0,0,0,1932
.354,.012043774,.99289596,.011958214,.2377758,0,0,0,1934
.354,.012043774,.99963343,.01203936,.15532112,0,0,0,1936
.354,.020223856,.98114097,.019842453,.18004298,0,0,0,1938
.354,.020639896,.98365736,.020302586,.17452085,0,0,0,1940
.354,.067288101,.96579838,.064986736,.12905908,0,0,0,1942
.354,.067259669,.91418684,.061487906,.070043445,0,0,0,1944
-.46200001,.040627897,.93766522,.038095366,.1425035,0,0,1,1946
.354,.040632665,.99610996,.040474601,.032205224,0,0,0,1948
.354,.10616738,.98624182,.1047067,.061984777,0,0,0,1950
.354,.10616738,.99182737,.10529971,.16663074,0,0,0,1952
.354,.1358389,.97502673,.13244656,.13555527,0,0,0,1954
.354,.13607699,.9728657,.13238463,.28599489,0,0,0,1956
.354,,,,,0,0,0,1958
.36300001,.14782435,.97095472,.14353074,.33827972,0,0,0,1962
.43700001,.14644736,.99477226,.14568177,.19457424,0,0,0,1964
.43700001,.25394017,.97492862,.24757354,.26097286,0,0,0,1966
.43700001,.25434625,.95803416,.2436724,.4009856,0,0,0,1968
.43700001,.13924628,.97373438,.1355889,.097256899,0,0,0,1970
.43700001,.13951996,.96452206,.13457008,.4491272,0,0,0,1972
.43700001,.070036352,.93275058,.065326445,.33961797,0,0,0,1974
.43700001,.070032835,.95457959,.066851914,.34722805,0,0,0,1976
.43700001,.1284422,.9640367,.12382299,.0709126,0,0,0,1978
.36199999,.075070083,.94074798,.070622027,1,0,0,0,1980
.36199999,.030359268,.94600511,.028720023,.18940306,0,0,0,1982
.36199999,.030355304,.93529171,.028391065,.46367681,0,0,0,1984
.36199999,.014533848,.91813296,.013344005,.26571488,0,0,0,1986
.36199999,.014533848,.952254,.013839914,.31937313,0,0,0,1988
.36199999,.32487446,.98000807,.31837958,.67563736,0,0,0,1990
.68699998,.32493091,.98555005,.32023567,.6610378,0,0,0,1992
.68699998,.33431399,.99174976,.33155581,.7536943,0,0,0,1994
.68699998,.33454031,.98265153,.32873654,.93261874,0,0,0,1996
.68699998,.3729465,.99939048,.37271917,.8158592,0,0,0,1998
.68699998,.30792058,.98451793,.30315334,.69104171,0,0,0,2000
.68699998,.32339001,.99723864,.32249701,.71790004,0,0,0,2002
.68699998,.32339001,.98703969,.31919876,.70592403,0,0,0,2004
.68699998,.32536095,.94658035,.3079803,1,0,0,0,2006
.68699998,.32520807,.9808594,.31898338,.58872998,0,0,0,2008
.68699998,.2900368,.97105706,.28164229,.40881872,0,0,0,2010
.22400001,,,,,0,0,0,2012
.41800001,-.04361105,.99616134,-.043443643,.11240816,0,0,0,1932
.41800001,.012043774,.99251211,.011953591,.15989709,0,0,0,1934
.41800001,.012043774,.99969566,.012040108,.084777474,0,0,0,1936
.41800001,.020223856,.98077571,.019835066,.24101329,0,0,0,1938
.41800001,.020639896,.98305649,.020290185,.29218781,0,0,0,1940
.41800001,.06728816,.96462089,.064907566,.27736163,0,0,0,1942
.41800001,.067259729,.91369653,.061454982,.0424577,0,0,0,1944
.41800001,.040627897,.93687814,.038063388,.30517042,0,0,0,1946
.41800001,.040632665,.99425346,.040399168,.28371739,0,0,0,1948
.41800001,.10616738,.98503709,.1045788,.33593309,0,0,0,1950
.41800001,,,,,0,0,0,1952
.44499999,.13607699,.97352415,.13247423,.57440126,0,0,0,1956
.44499999,.15279531,.97934186,.14963885,.59299016,0,0,0,1958
.44499999,.15094984,.99288499,.14987582,.66051733,0,0,0,1960
.44499999,.14782435,.97106093,.14354645,.4190495,0,0,0,1962
.51499999,.14644736,.9944191,.14563005,.35655999,0,0,0,1964
.51499999,.25394017,.97401881,.2473425,.42099881,0,0,0,1966
.51499999,.25434625,.95843029,.24377315,.59891737,0,0,0,1968
.51499999,.1676966,.97454119,.16342723,.33354402,0,0,0,1970
.51499999,,,,,0,0,0,1972
.51499999,.093887746,.95502925,.089665547,.60821199,0,0,0,1976
.51499999,.16399667,.96580935,.15838951,.36295617,0,0,0,1978
.51499999,.16757411,.93989658,.15750234,.47376096,0,0,0,1980
.51499999,.15694994,.94594145,.14846545,.19861937,0,0,0,1982
.51499999,.15694597,.93528408,.14678907,.51318085,0,0,0,1984
.51499999,.13553751,.9181872,.12444881,.29483342,0,0,0,1986
.51499999,.13553751,.95209169,.12904413,.25174356,0,0,0,1988
.51499999,,,,,0,0,0,1990
.498,.33216786,.98262876,.32639769,.68992245,0,0,0,1996
.498,.36841387,.99892735,.36801869,.81495368,0,0,0,1998
.498,.10481018,.98415005,.10314894,.47472239,0,0,0,2000
.44499999,.1152544,.99602389,.11479614,.45772994,0,0,0,2002
.44499999,.1152544,.98753077,.11381727,1,0,0,0,2004
.44499999,.1238609,.94488949,.11703486,.4783808,0,0,0,2006
.44499999,.1238609,.98024613,.12141416,.17517781,0,0,0,2008
.44499999,,,,,0,0,0,2010
.39300001,-.04361099,.99589026,-.043431759,.080025434,0,0,0,1932
.39300001,.012043834,.99273485,.011956333,.23271465,0,0,0,1934
.39300001,.012043834,.99963629,.012039454,.10682571,0,0,0,1936
.39300001,.020223796,.98122483,.019844091,.18110383,0,0,0,1938
.39300001,.020639837,.98390496,.020307638,.16938043,0,0,0,1940
.39300001,.067288101,.96509975,.06493973,.2325238,0,0,0,1942
.39300001,.067259669,.91371256,.061456006,.048997283,0,0,0,1944
.39300001,.040627897,.93701762,.038069054,.25775921,0,0,0,1946
.39300001,.040632665,.99441648,.040405791,.22391725,0,0,0,1948
.403,.10616738,.9851346,.10458916,.21848619,0,0,0,1950
.403,.10616738,.99327624,.10545353,.36296058,0,0,0,1952
.403,.13583896,.97705638,.13272232,.28559315,0,0,0,1954
.403,.13607705,.97448242,.13260469,.44113612,0,0,0,1956
.403,.15279531,.97980821,.1497101,.32306254,0,0,0,1958
.403,.15094984,.99350756,.1499698,.3575238,0,0,0,1960
.403,.14782429,.97133684,.14358717,.46983755,0,0,0,1962
.44499999,.1464473,.99471402,.14567319,.25364769,0,0,0,1964
.44499999,.25394011,.97378743,.24728368,.48139322,0,0,0,1966
.44499999,.25434619,.95830917,.24374229,.58277023,0,0,0,1968
.44499999,.16863251,.97491419,.16440223,.39151251,0,0,0,1970
.44499999,.16890618,.96480578,.16296166,.58296037,0,0,0,1972
.44499999,.094388008,.93352354,.088113427,.53969383,0,0,0,1974
.44499999,.094384491,.9549436,.090131864,.55367923,0,0,0,1976
.44499999,.16520271,.96593696,.1595754,.42475045,0,0,0,1978
.44499999,.16757411,.94003266,.15752514,.4880085,0,0,0,1980
.44499999,.1101011,.94641817,.10420168,.28139722,0,0,0,1982
.44499999,.11009714,.93557978,.10300466,.5564419,0,0,0,1984
.44499999,.092676163,.92025006,.085285246,.94776142,0,0,0,1986
.44499999,.092676163,.95237654,.088262603,.35209858,0,0,0,1988
.44499999,.0099092126,.97822297,.0096934196,.34931099,0,0,0,1990
.44499999,.0099656582,.98635024,.0098296292,.19597983,0,0,0,1992
.44499999,.054052949,.98986501,.053505123,.26965308,0,0,0,1994
.44499999,.054279268,.98266566,.053338371,.42396963,0,0,0,1996
.44499999,.035477996,.99840856,.035421535,.45587099,0,0,0,1998
.44499999,,,,,0,0,0,2000
-.34099999,-.078102291,.9951281,-.077721782,.0973894,0,0,1,1932
-.34099999,-.028009832,.99155319,-.027773239,.011169255,0,0,1,1934
-.34099999,-.028009832,.99697351,-.027925061,.23162055,0,0,1,1936
-.34099999,-.032348514,.98280996,-.031792443,.09677887,0,0,1,1938
-.34099999,-.031932473,.98568302,-.031475298,.1361962,0,0,1,1940
-.34099999,.004655242,.96873653,.0045097028,.13957715,0,0,1,1942
-.34099999,.0046268106,.91584444,.0042374386,.3014549,0,0,1,1944
-.34099999,-.022703052,.93927842,-.021324487,.05930841,0,0,1,1946
-.34099999,-.022698283,.99802023,-.022653345,.11494446,0,0,1,1948
-.34099999,.10616738,.98700279,.1047875,.058907211,0,0,1,1950
-.28099999,.10616738,.99103737,.10521584,.046187162,0,0,1,1952
.345,.1358389,.97439975,.13236138,.068068504,0,0,0,1954
.345,.13607699,.97247303,.13233119,.20837843,0,0,0,1956
.345,.15279531,.97805274,.14944188,.15399277,0,0,0,1958
.345,.15094984,.9917084,.14969821,.18529713,0,0,0,1960
.345,.14782429,.97161639,.14362849,.45848727,0,0,0,1962
.345,.1464473,.9938978,.14555365,.38362563,0,0,0,1964
.345,.25394011,.97321677,.24713877,.5020026,0,0,0,1966
.345,.25434619,.95848954,.24378817,.59335411,0,0,0,1968
.345,.11369032,.9749589,.11084338,.34297752,0,0,0,1970
.345,.11396399,.96442693,.10990994,.40556908,0,0,0,1972
.48899999,.027903616,.93266618,.026024759,.30175149,0,0,0,1974
.48899999,.0279001,.95548439,.02665811,.90432084,0,0,0,1976
.48899999,.088937908,.96663129,.085970163,.48424685,0,0,0,1978
.48899999,.095228672,.93977982,.089493982,.35520887,0,0,0,1980
.37799999,.082062662,.94835693,.077824697,1,0,0,0,1982
.37799999,.082058698,.93558556,.076772936,.54559636,0,0,0,1984
.37799999,.059431851,.91892397,.054613352,.4210813,0,0,0,1986
.37799999,.059431851,.952474,.056607291,.39382482,0,0,0,1988
.37799999,,,,,0,0,0,1990
-.34099999,-.08064118,.99029779,-.07985878,.077650726,0,0,1,1952
-.34099999,-.048868328,.97225893,-.047512669,.1345132,0,0,1,1954
-.226,-.048630238,.97073996,-.047207315,.05518043,0,0,1,1956
-.226,-.053927213,.97614098,-.052640561,.11837512,0,0,1,1958
-.226,-.055772692,.98894167,-.05515594,.19255483,0,0,1,1960
-.226,.0024661422,.96830726,.0023879833,.19094348,0,0,1,1962
-.226,.0010891557,.99746764,.0010863976,.35647929,0,0,1,1964
-.226,.10858196,.97857213,.10625528,.20261419,0,0,1,1966
-.226,.10898805,.95622051,.10421661,.29208052,0,0,1,1968
-.226,-.01992175,.97306013,-.01938506,.052443326,0,0,1,1970
-.477,-.019648075,.96382892,-.018937383,.18762088,0,0,1,1972
.368,-.079714537,.93288767,-.074364707,.33739984,0,0,0,1974
.368,-.079718053,.95505154,-.076134853,.50766253,0,0,0,1976
.368,-.042662561,.96598947,-.041211586,.32861757,0,0,0,1978
.368,-.051356614,.93757355,-.048150603,.48123956,0,0,0,1980
-.226,-.08319512,.94172251,-.078346714,.60299277,0,0,1,1982
-.226,-.083199084,.93234086,-.077569902,.47543269,0,0,1,1984
-.226,-.083394855,.91335821,-.076169379,.54472363,0,0,1,1986
-.226,-.083394855,.95041966,-.079260111,.3272506,0,0,1,1988
-.226,,,,,0,0,1,1990
.373,.043107688,.9963094,.042948596,.14078832,0,0,0,1964
-.164,.15060049,.97797596,.14728366,.16065741,0,0,1,1966
-.164,.15100658,.95664382,.14445952,.1845125,0,0,1,1968
-.164,-.024887472,.97138488,-.024175314,.4213798,0,0,1,1970
-.226,-.024613798,.96256161,-.023692297,.26073891,0,0,1,1972
-.226,-.11535284,.92961907,-.1072342,.34395522,0,0,1,1974
-.226,-.11535636,.95277721,-.10990891,.4258219,0,0,1,1976
-.226,-.065296084,.95948601,-.062650681,.47425973,0,0,1,1978
-.226,,,,,0,0,1,1980
-.36199999,,,,,0,0,1,1912
.708,,,,,0,0,0,1962
-.33899999,,,,,0,0,1,1916
-.33899999,,,,,0,0,1,1918
-.33899999,-.18714997,,,.022693396,0,0,1,1920
.086000003,,,,,0,0,0,1922
.086000003,,,,,0,0,0,1924
.086000003,-.14840993,,,.44393331,0,0,0,1926
-.215,,,,,0,0,1,1928
-.215,,,,,0,0,1,1930
-.215,-.10118908,,,.043717384,0,0,1,1932
-.215,,,,,0,0,1,1934
-.215,,,,,0,0,1,1936
-.215,-.1066395,,,.05688554,0,0,1,1938
-.215,,,,,0,0,1,1940
-.215,,,,,0,0,1,1942
-.215,-.05706799,,,.35400653,0,0,1,1944
-.215,,,,,0,0,1,1946
-.215,,,,,0,0,1,1948
-.249,,,,,0,0,1,1952
-.249,,,,,0,0,1,1954
-.249,.016818374,,,.075092077,0,0,1,1956
.49200001,,,,,0,0,0,1958
.49200001,,,,,0,0,0,1960
.49200001,.063736498,,,.29116929,0,0,0,1962
.49200001,,,,,0,0,0,1964
.49200001,,,,,0,0,0,1966
.49200001,.056054294,,,.34045196,0,0,0,1968
.49200001,,,,,0,0,0,1970
.49200001,,,,,0,0,0,1972
.49200001,-.035100043,,,.05653131,0,0,0,1974
.43000001,,,,,0,0,0,1976
.43000001,,,,,0,0,0,1978
.43000001,.035667986,,,.17123687,0,0,0,1980
.43000001,,,,,0,0,0,1982
.43000001,,,,,0,0,0,1984
.43000001,,,,,0,0,0,1986
-.31400001,,,,,0,0,1,1994
-.31400001,,,,,0,0,1,1996
-.31400001,.053505838,,,.016579986,0,0,1,1998
.33500001,,,,,0,0,0,2000
.33500001,,,,,0,0,0,2002
.33500001,.04591614,,,.15944517,0,0,0,2004
.33500001,,,,,0,0,0,2006
.33500001,,,,,0,0,0,2008
.33500001,.070970297,,,.21505535,0,0,0,2010
.33500001,,,,,0,0,0,2012
-.48199999,,,,,0,0,1,1918
-.48199999,,,,,0,0,1,1920
-.161,,,,,0,0,1,1924
-.161,,,,,0,0,1,1926
-.161,-.14840993,,,.57789427,0,0,1,1928
-.161,,,,,0,0,1,1930
-.161,,,,,0,0,1,1932
-.161,-.070478916,,,.12078142,0,0,1,1934
.32699999,,,,,0,0,0,1936
.32699999,,,,,0,0,0,1938
.32699999,-.1066395,,,.024370968,0,0,0,1940
-.33700001,,,,,0,0,1,1942
-.33700001,,,,,0,0,1,1944
-.33700001,-.059357643,,,.021915078,0,0,1,1946
-.33700001,,,,,0,0,1,1948
-.33700001,,,,,0,0,1,1950
-.33700001,-.0032047033,,,.018302441,0,0,1,1952
.57800001,,,,,0,0,0,1954
.57800001,,,,,0,0,0,1956
.57800001,.016510963,,,.037384748,0,0,0,1958
.57800001,,,,,0,0,0,1960
.57800001,,,,,0,0,0,1962
.57800001,.063736498,,,.1208567,0,0,0,1964
-.336,,,,,0,0,1,1966
-.336,,,,,0,0,1,1968
-.336,.067101985,,,.060712397,0,0,1,1970
-.336,,,,,0,0,1,1972
-.336,,,,,0,0,1,1974
-.336,-.035100043,,,.042871594,0,0,1,1976
.41100001,,,,,0,0,0,1978
.41100001,,,,,0,0,0,1980
.41100001,.016370863,,,.046578169,0,0,0,1982
.41100001,,,,,0,0,0,1984
.41100001,,,,,0,0,0,1986
.41100001,,,,,0,0,0,1988
.41100001,,,,,0,0,0,1996
.41100001,,,,,0,0,0,1998
.41100001,.053764611,,,.23070478,0,0,0,2000
.41100001,,,,,0,0,0,2002
.41100001,,,,,0,0,0,2004
.41100001,.070970297,,,.29860651,0,0,0,2006
.41100001,,,,,0,0,0,2008
.41100001,,,,,0,0,0,2010
.41100001,,,,,0,0,0,2012
.43000001,.011268556,.95548415,.010766927,.16461587,0,0,0,1988
.41100001,,,,,0,0,0,1990
.41100001,,,,,0,0,0,1994
.31200001,,.99576831,,.2293793,0,0,0,1872
.31200001,-.016048729,.98974347,-.015884126,.024259567,0,0,0,1874
.31200001,-.020936072,.98526514,-.020627582,.029041648,0,0,0,1876
-.32600001,-.045130521,.98042256,-.044246979,.041060328,0,0,1,1878
-.32600001,-.04062447,.99925154,-.040594064,.028979897,0,0,1,1880
.241,-.053670794,.99535495,-.05342149,.046979487,0,0,0,1882
