dwnom,beta2,beta1,beta3,beta4,beta5,south,rep,year
-.53600001,.016888857,.99623209,.016825221,.049464703,0,0,1,1882
.227,.015755177,.99607706,.01569337,.020887315,0,0,0,1884
-.53600001,.014703155,.99614495,.014646473,.059844494,0,0,1,1886
.22400001,.012395382,.99064696,.012279447,.12545121,0,0,0,1888
.22400001,-.0029268861,.98076159,-.0028705774,.08875072,0,0,0,1890
.22400001,-.0015802979,.96106076,-.0015187623,.12110877,0,0,0,1892
-.456,.062175691,.87110144,.054161333,.20351529,0,0,1,1894
-.456,.061948836,.82166946,.050901465,.019136369,0,0,1,1896
-.456,-.054030389,.87373012,-.047207978,.12782407,0,0,1,1898
-.456,-.058968961,.95005774,-.056023918,.04351002,0,0,1,1900
-.456,-.046787143,.95138901,-.044512775,.15798903,0,0,1,1902
-.456,-.047306091,.94878304,-.044883218,.10331446,0,0,1,1904
-.456,-.087525457,.96504617,-.084466107,.14187723,0,0,1,1906
-.456,-.087525278,.99319434,-.086929612,.10034144,0,0,1,1908
.249,.0043691993,.89930016,.0039292215,.17829454,0,0,0,1910
.249,.001691401,.93644142,.001583898,.050072551,0,0,0,1912
.249,-.10739896,.95725042,-.10280769,.0046341419,0,0,0,1914
.249,-.10636732,.9464646,-.1006729,.07822752,0,0,0,1916
.249,-.12974736,.91742527,-.11903351,.29804224,0,0,0,1918
-.54900002,-.13613012,.94170064,-.12819383,.0059900284,0,0,1,1920
.41499999,-.11231697,.93952501,-.1055246,.20646477,0,0,0,1922
-.42300001,-.11237928,.89968526,-.10110599,.22285646,0,0,1,1924
-.368,-.058840811,.9271484,-.054554164,.25914228,0,0,1,1926
-.368,-.058837831,.91556662,-.053869955,.026790738,0,0,1,1928
.185,-.13498014,.95250911,-.12856981,.025412202,0,0,0,1930
.185,-.13398761,.9884153,-.1324354,.049177408,0,0,0,1932
.185,-.11969858,.95997542,-.1149077,.029843092,0,0,0,1934
.185,-.11969858,.99042886,-.11855293,.0099713802,0,0,0,1936
.185,-.10136601,.97586906,-.098919958,.035103202,0,0,0,1938
.185,-.10094857,.96882349,-.09780135,.067653477,0,0,0,1940
-.197,-.096810818,.96427518,-.093352266,.13929194,0,0,1,1942
-.197,-.096839249,.93901879,-.090933874,.32048571,0,0,1,1944
-.197,-.1297566,.94966257,-.12322499,.18818039,0,0,1,1946
-.197,-.12975183,.96855092,-.12567125,.25562966,0,0,1,1948
-.197,-.081076652,.94095069,-.076289132,.29515356,0,0,1,1950
-.197,-.081076652,.96461666,-.078207888,.15119207,0,0,1,1952
-.197,-.12109834,.95534313,-.11569047,.30641794,0,0,1,1954
-.197,-.12086025,.96274632,-.11635776,.12143618,0,0,1,1956
-.197,-.020533711,.98521399,-.0202301,.062045872,0,0,1,1958
-.197,-.088570952,.98518813,-.087259054,.13816637,0,0,1,1960
-.197,-.011151135,.95361173,-.010633853,.0082910061,0,0,1,1962
.44400001,-.0083962679,.99031943,-.0083149876,.060870171,0,0,0,1964
.44400001,-.059142917,.9551028,-.056487568,.15888548,0,0,0,1966
.44400001,-.058736831,.98788643,-.058025319,.12319338,0,0,0,1968
.44400001,-.039046794,.98377997,-.038413454,.059170723,0,0,0,1970
.44400001,-.038773119,.97291809,-.037723068,.3952775,0,0,0,1972
.44400001,-.071199685,.89139807,-.063467264,.2522428,0,0,0,1974
.44400001,-.071203202,.92777669,-.06606067,.12573695,0,0,0,1976
.44400001,-.0875763,.97636157,-.085506134,.0099072456,0,0,0,1978
.44400001,-.093075037,.98567998,-.091742203,.26456821,0,0,0,1980
.44400001,-.086190164,.93913686,-.080944359,.075941682,0,0,0,1982
.44400001,-.086194128,.95354903,-.082190327,.17401791,0,0,0,1984
.44400001,-.095314205,.98211205,-.093609229,.042516112,0,0,0,1986
.40599999,-.095314205,.99312758,-.094659165,.028168797,0,0,0,1988
.40599999,-.034617126,.99084717,-.034300283,.23374361,0,0,0,1990
-.23899999,-.03456068,.98158467,-.033924233,.36023647,0,0,1,1992
-.23899999,.014246404,.99384928,.014158779,.31750405,0,0,1,1994
-.23899999,.014472723,.97547543,.014117786,.27665037,0,0,1,1996
-.23899999,.035497844,.98105693,.034825407,.1637823,0,0,1,1998
-.23899999,.043668807,.96603656,.042185664,.31432468,0,0,1,2000
-.23899999,-.012986124,.95583475,-.012412588,.29343969,0,0,1,2002
-.23899999,-.012986124,.96094877,-.012479,,0,0,1,2004
-.23899999,-.012139082,.94169641,-.01143133,.041290879,0,0,1,2006
.104,-.012291968,.96919703,-.011913339,.027803838,0,0,0,2008
-.241,-.022963226,.96150726,-.022079308,.089903235,0,0,1,2010
-.241,,,,,0,0,1,2012
.27200001,,,,,0,0,0,1872
.30599999,.080092251,.98011714,.078499787,.074972987,0,0,0,1876
.30599999,.073161364,.95879096,.070146456,.13950455,0,0,0,1878
.368,.077667415,.99473357,.077258386,.027629733,0,0,0,1880
-.34900001,.081428528,.99672955,.081162222,.079902172,0,0,1,1882
.29899999,.080294847,.99658191,.08002039,.0052905083,0,0,0,1884
.29899999,.058805764,.99883807,.058737434,.0030032396,0,0,0,1886
.31999999,.056497991,.99151874,.056018818,.21066833,0,0,0,1888
.31999999,-.0059621334,.97977984,-.0058415779,.024452209,0,0,0,1890
.234,.024070442,.9588393,.023079686,.04564476,0,0,0,1892
-.37900001,.087826431,.85536945,.075124048,1,0,0,1,1894
-.37900001,.087599576,.82087636,.071908422,.080397964,0,0,1,1896
.25999999,.025900185,.86915386,.022511246,.043632865,0,0,0,1898
.33899999,,,,,0,0,0,1900
-.479,-.058353364,.94881779,-.05536671,.11141461,0,0,1,1904
-.479,-.075811476,.96536541,-.073185779,.16312093,0,0,1,1906
-.479,-.075811297,.99190468,-.075197577,.0068933368,0,0,1,1908
-.479,-.068190038,.90166754,-.061484743,.21141601,0,0,1,1910
.25999999,-.070867836,.93207985,-.066054486,.10737908,0,0,0,1912
-.50199997,-.11018351,.95780551,-.10553437,.034372568,0,0,1,1914
-.50199997,-.10915187,.94904482,-.10359002,.10234034,0,0,1,1916
-.50199997,-.0703125,.91279757,-.064181082,.1106528,0,0,1,1918
-.50199997,-.076695263,.9412632,-.072190426,.056848526,0,0,1,1920
.191,-.10402057,.93848252,-.097621486,.075979054,0,0,0,1922
-.27200001,-.10408288,.89858353,-.093527161,.23943663,0,0,1,1924
-.27200001,-.085106015,.92691809,-.078886308,.27132404,0,0,1,1926
-.27200001,-.085090816,.91841733,-.078148879,.1587106,0,0,1,1928
-.27200001,-.19246134,.95516843,-.183833,.1198824,0,0,1,1930
-.185,-.19152328,.98738408,-.18910705,.1461345,0,0,1,1932
-.185,-.061018407,.95939863,-.058540978,.049759924,0,0,1,1934
-.185,-.061018407,.98583436,-.060154043,.22962272,0,0,1,1936
-.185,-.032239974,.97683209,-.031493042,.11964601,0,0,1,1938
-.185,-.031823933,.97067022,-.030890545,.27808803,0,0,1,1940
-.185,,,,,0,0,1,1942
-.219,-.018353462,.94567424,-.017356396,.23010337,0,0,1,1946
.36500001,-.018348694,.96222115,-.017655501,.043204784,0,0,0,1948
.36500001,.037236989,.93719959,.03489849,.094677925,0,0,0,1950
.36500001,.037236989,.96134341,.035797533,.16724586,0,0,0,1952
.52399999,.0057440698,.94719899,.0054407772,.090696692,0,0,0,1954
.52399999,.0059821606,.95878506,.005735606,.25984681,0,0,0,1956
.52399999,.050959647,.98273897,.050080031,.20692492,0,0,0,1958
.52399999,.049114168,.97704995,.047986995,.27929592,0,0,0,1960
.52399999,.072299182,.95699894,.069190241,.35292232,0,0,0,1962
.52399999,.097848237,.99083501,.096951455,.12699223,0,0,0,1964
.52399999,-.0074746013,.95966387,-.0071731047,.06924212,0,0,0,1966
.52399999,-.0070685148,.98834658,-.0069861426,.17000639,0,0,0,1968
.52399999,.027380884,.98324555,.026922133,.16058052,0,0,0,1970
.52399999,.027654558,.9714424,.02686481,.33659101,0,0,0,1972
.52399999,-.00022780895,.89201772,-.00020320962,.34802163,0,0,0,1974
.52399999,-.00023132563,.92866325,-.00021482361,.24687648,0,0,0,1976
.52399999,.00009304285,.97337824,.000090565889,.16450614,0,0,0,1978
-.153,.022185415,.98245072,.021796077,.062001765,0,0,1,1980
-.153,-.022508919,.9361881,-.021072583,.22617221,0,0,1,1982
-.153,-.022512883,.94446987,-.021262739,.22977757,0,0,1,1984
-.153,-.038348734,.97817165,-.037511643,.32556802,0,0,1,1986
-.153,-.038348734,.98952401,-.037946992,.29340857,0,0,1,1988
-.153,,,,,0,0,1,1990
-.153,-.06261611,.95505691,-.059801947,.34972346,0,0,1,2002
-.153,-.06261611,.96094877,-.060170874,,0,0,1,2004
-.153,-.062139064,.93743026,-.058251038,.34004933,0,0,1,2006
-.153,-.06229195,.95970082,-.059781637,.42686534,0,0,1,2008
-.153,-.082963198,.95927852,-.079584815,.28750604,0,0,1,2010
-.153,,,,,0,0,1,2012
-.24699999,,.7668466,,.00029981136,0,0,1,1872
.11,-.01011169,.95268512,-.0096332561,.077088356,0,0,0,1874
.11,-.014999032,.98468578,-.014769333,.038318574,0,0,0,1876
-.41600001,-.036438793,.96197367,-.03505316,.050139368,0,0,1,1878
-.26499999,-.031932741,.99314356,-.031713795,.060567975,0,0,1,1880
-.24699999,-.040494502,.99160868,-.040154699,.068968713,0,0,1,1882
-.24699999,-.041628182,.99466866,-.041406248,.10216874,0,0,1,1884
-.24699999,-.03034839,.99986893,-.030344412,.027151585,0,0,1,1886
-.50599998,-.032656163,.98709416,-.03223471,.042015195,0,0,1,1888
.133,-.014482498,.9799788,-.014192541,.036619544,0,0,0,1890
.133,-.039555192,.96409881,-.038135115,.22192496,0,0,0,1892
-.45300001,.024200797,.87388086,.021148613,.27132648,0,0,1,1894
-.45300001,.023973942,.82312572,.019733569,.058342218,0,0,1,1896
-.45300001,-.054426253,.87297708,-.04751287,.1048125,0,0,1,1898
-.45300001,-.054426253,.9495151,-.051678549,.028085351,0,0,1,1900
-.354,-.060505211,.95085752,-.057531834,.11965615,0,0,1,1902
-.354,-.061025262,,,,0,0,1,1904
-.354,-.094826847,.96552169,-.091557376,.15408915,0,0,1,1906
-.354,-.094826669,.99276114,-.094140232,.069594741,0,0,1,1908
.322,-.038960814,.90020317,-.035072647,.15975833,0,0,0,1910
.322,-.041638613,.93371701,-.038878679,.037742198,0,0,0,1912
-.49000001,-.16215995,.95824003,-.15538816,.099011183,0,0,1,1914
-.53600001,-.16112831,.94933075,-.15296406,.12767673,0,0,1,1916
-.67000002,-.1778965,.92045599,-.1637459,.41956896,0,0,1,1918
-.67000002,-.18427926,.9429462,-.17376544,.15127355,0,0,1,1920
-.67000002,-.18367039,.94287705,-.1731786,.44503307,0,0,1,1922
-.67000002,-.1837327,.90034121,-.16542213,.27348357,0,0,1,1924
-.67000002,-.11062676,.92782378,-.10264213,.34762013,0,0,1,1926
-.67000002,-.11061156,.92044365,-.10181171,.3163417,0,0,1,1928
.33199999,-.18598709,.95469785,-.17756148,.077646732,0,0,0,1930
-.27200001,-.18510965,.98779994,-.1828513,.043129861,0,0,1,1932
-.27200001,-.15856934,.95949697,-.1521468,.019904494,0,0,1,1934
-.27200001,-.15856934,.98712522,-.15652779,.13431633,0,0,1,1936
-.27200001,-.13857365,.97691065,-.13537407,.11915696,0,0,1,1938
-.27200001,-.13815799,.97126019,-.13418736,.30451554,0,0,1,1940
-.27200001,-.14309809,.96513671,-.13810922,.17517972,0,0,1,1942
-.27200001,-.14312652,.93842423,-.13431339,.22797108,0,0,1,1944
-.27200001,-.16683874,.9495126,-.15841548,.16322249,0,0,1,1946
-.27200001,-.16683397,.96814698,-.1615198,.23268497,0,0,1,1948
-.27200001,-.11739764,.94054419,-.11041766,.24441874,0,0,1,1950
-.17900001,-.11739764,.96519911,-.1133121,.18526161,0,0,1,1952
-.17900001,-.17171404,.95540774,-.16405693,.29157901,0,0,1,1954
-.17900001,-.17147595,.96292526,-.16511852,.11687815,0,0,1,1956
-.17900001,-.068786293,.98681867,-.067879595,.1736393,0,0,1,1958
-.17900001,-.12102783,.98828983,-.11961057,.33044487,0,0,1,1960
-.17900001,-.028954148,.95117408,-.027540436,.27146417,0,0,1,1962
-.17900001,-.030331135,.98550516,-.029891489,.44643682,0,0,1,1964
-.17900001,-.12266135,.96647894,-.11854962,.38979876,0,0,1,1966
-.17900001,-.12225527,.9829762,-.12017401,.35224771,0,0,1,1968
-.17900001,.0099035203,.98657817,.0097705973,.2397145,0,0,1,1970
-.17900001,.010177195,.96309972,.0098016541,.10223293,0,0,1,1972
-.127,-.056090355,.88552284,-.049669292,.36168301,0,0,1,1974
-.127,-.056093872,.922315,-.051736221,.45107925,0,0,1,1976
-.127,-.039943874,.96459162,-.038529526,.58163065,0,0,1,1978
-.127,-.060122609,.9799822,-.058919087,.32229054,0,0,1,1980
-.16599999,-.046626151,.9338882,-.043543611,.42340207,0,0,1,1982
-.16599999,-.046630114,.93871224,-.043772258,.49136853,0,0,1,1984
-.16599999,-.061710387,.97614706,-.060238414,.52404183,0,0,1,1986
-.16599999,-.061710387,.98687637,-.060900524,.54268467,0,0,1,1988
-.16599999,-.13078132,.99765283,-.13047436,.48760504,0,0,1,1990
-.16599999,-.13072488,.98403478,-.12863782,.54452407,0,0,1,1992
-.16599999,-.080775291,.99181402,-.080114067,.48455662,0,0,1,1994
-.16599999,-.080548972,.97406173,-.078459673,.31409037,0,0,1,1996
-.16599999,-.051493287,.97886646,-.050405052,.36473078,0,0,1,1998
-.16599999,-.048015594,.96707344,-.046434607,.21688974,0,0,1,2000
-.73000002,-.074279219,.95930934,-.071256749,.16682965,0,0,1,2002
-.73000002,-.074279219,.96094877,-.071378522,,0,0,1,2004
-.73000002,-.07713908,.9395659,-.072477251,.14472938,0,0,1,2006
-.73000002,-.077291965,.96182919,-.07434167,.32891184,0,0,1,2008
-.73000002,-.047963202,.96131045,-.046107527,.12567329,0,0,1,2010
-.73000002,,,,,0,0,1,2012
-.50999999,,.76698768,,.003906846,0,0,1,1872
.215,-.048914552,.94630337,-.046288006,.045349061,0,0,0,1874
-.36500001,-.053801894,.98456484,-.052971452,.070245981,0,0,1,1876
-.398,-.044268429,.96253097,-.042609733,.066193342,0,0,1,1878
-.43399999,-.039762378,.99909794,-.039726511,.075672269,0,0,1,1880
.175,-.030168176,.99360329,-.029975198,.008194387,0,0,0,1882
-.23999999,-.031301856,.99534637,-.031156188,.060696304,0,0,1,1884
-.23999999,-.023609251,.99952227,-.023597972,.01538831,0,0,1,1886
-.23999999,-.025917023,.98675352,-.025573714,.040450573,0,0,1,1888
.2,-.036032021,.97991991,-.035308495,.032598019,0,0,0,1890
.2,-.034685433,.9647603,-.033463128,.22317922,0,0,0,1892
-.65499997,.029070556,.87635434,.025476107,.33725137,0,0,1,1894
-.65499997,.028843701,.82204711,.02371088,.083945155,0,0,1,1896
-.65499997,-.13141733,.87861431,-.11546515,.25528133,0,0,1,1898
-.65499997,-.13141733,.94523156,-.12421981,.086823106,0,0,1,1900
.30700001,-.045045644,.94890785,-.042744167,.0096748471,0,0,0,1902
-.528,-.045565695,.94265831,-.04295288,.043118119,0,0,1,1904
.30700001,-.098424166,.9593758,-.09442576,.026554227,0,0,0,1906
.30700001,,,,,0,0,0,1908
.115,.014651954,.93498695,.013699386,.012621999,0,0,0,1912
.115,-.12632963,.9579528,-.12101782,.066958308,0,0,0,1914
-.34999999,-.12529799,.94892597,-.11889852,.091243982,0,0,1,1916
-.34999999,-.16307843,.9189831,-.14986631,.35668808,0,0,1,1918
-.52899998,-.16946119,.94215512,-.15965873,.050590813,0,0,1,1920
-.52899998,-.175859,.94182712,-.16562878,.36510473,0,0,1,1922
-.52899998,-.17592132,.90106571,-.15851668,.27482051,0,0,1,1924
-.52899998,-.079394847,.92698705,-.073597997,.2369203,0,0,1,1926
-.52899998,-.079379648,.91796702,-.0728679,.13722092,0,0,1,1928
-.52899998,,,,,0,0,1,1930
-.361,,,,,0,0,1,1934
-.361,-.13076493,.97682476,-.12773442,.10954416,0,0,1,1938
-.361,-.13034889,.96989155,-.12642428,.17809922,0,0,1,1940
-.361,-.10210848,.96406996,-.098439716,.12575674,0,0,1,1942
.142,-.10213691,.93903065,-.095909692,.32467335,0,0,1,1944
.142,-.12977281,.94924396,-.12318606,.15074265,0,0,1,1946
.142,-.12976804,.96814013,-.12563366,.24445742,0,0,1,1948
.142,,,,,0,0,1,1950
.35299999,-.12795413,.94843078,-.12135563,.021105528,0,0,0,1954
-.066,-.12771603,.96174258,-.12282995,.043259919,0,0,1,1956
-.066,-.016063124,.98643589,-.015845243,.16475981,0,0,1,1958
-.066,-.017908603,.98767662,-.017687909,.19995207,0,0,1,1960
-.066,.051929355,.95107675,.0493888,.1948055,0,0,1,1962
-.066,.051929355,.98612273,.051208716,.37170631,0,0,1,1964
-.083999999,,,,,0,0,1,1966
-.32699999,-.026249826,.98680294,-.025903406,.26959836,0,0,1,1970
-.32699999,-.025976151,.96352494,-.02502867,.07151103,0,0,1,1972
-.32699999,-.022643805,.88697529,-.020084495,.19370723,0,0,1,1974
-.32699999,-.022647321,.92429632,-.020932836,.22260797,0,0,1,1976
-.32699999,-.060661733,.97276598,-.059009671,.15395445,0,0,1,1978
-.32699999,-.060661733,.98641503,-.059837647,.37077689,0,0,1,1980
.377,-.015799791,.9397049,-.014847141,.13214326,0,0,0,1982
.377,-.015803754,.95669568,-.015119383,.409145,0,0,0,1984
.377,-.017042279,.98377687,-.016765799,.2323736,0,0,0,1986
.377,-.017042279,.99320823,-.016926533,.045010448,0,0,0,1988
.377,-.0069423914,.983859,-.0068303342,.078995466,0,0,0,1990
.40599999,-.0068859458,.97541887,-.0067166816,.23323786,0,0,0,1992
.40599999,.06609112,.99996495,.066088803,.25870419,0,0,0,1994
.40599999,.066317439,.98564875,.065365702,.17198122,0,0,0,1996
.40599999,.08663255,.98667324,.085478015,.38816178,0,0,0,1998
.40599999,.12961465,.97328764,.12615234,.36531246,0,0,0,2000
.40599999,.067312658,.97076261,.065344609,.36918855,0,0,0,2002
.40599999,.067312658,.96094877,.064684018,,0,0,0,2004
.40599999,.068360925,.94475448,.064584292,.35381246,0,0,0,2006
.40599999,.068208039,.97199076,.066297583,.11211705,0,0,0,2008
.40599999,.054036796,.96588057,.05219309,.28551459,0,0,0,2010
.40599999,,,,,0,0,0,2012
-.389,,.76314688,,.22911322,0,0,1,1872
.192,.097707689,.95780146,.093584567,.20484447,0,0,0,1874
.192,.092820346,.98570752,.091493711,.080424011,0,0,0,1876
-.44299999,.065936625,.95846444,.063197911,.13892794,0,0,1,1878
.192,.070442677,.99922103,.070387803,.13405454,0,0,0,1880
.245,.054592311,.99970138,.05457601,.13796937,0,0,0,1882
.245,.053458631,.99923146,.053417545,.1568042,0,0,0,1884
.245,.064309835,.99250084,.063827567,.12944889,0,0,0,1886
.245,.062002063,.99123472,.061458599,.13236356,0,0,0,1888
.26800001,.034755349,.98147249,.034111418,.11717641,0,0,0,1890
.20299999,,,,,0,0,0,1892
-.175,.099631071,.81264365,.080964558,.20042825,0,0,1,1896
.27900001,.04677707,.86455911,.040441543,.050494671,0,0,0,1898
.294,.04677707,.95330566,.044592846,.16079301,0,0,0,1900
-.65499997,-.13021562,.95295036,-.12408902,.28130245,0,0,1,1902
-.65499997,-.13073567,.94617462,-.12369877,.015703917,0,0,1,1904
-.65499997,-.13760608,.96531808,-.13283364,.15730679,0,0,1,1906
-.65499997,-.13760591,.99327123,-.13667999,.10589659,0,0,1,1908
.366,-.0065060258,.90187192,-.0058676018,.19956768,0,0,0,1910
-.419,-.0091838241,.93018502,-.008542656,.29171765,0,0,1,1912
-.419,-.1507929,.95951784,-.14468847,.33252478,0,0,1,1914
-.419,-.14976126,.9495362,-.14220373,.18648082,0,0,1,1916
-.57599998,-.20367754,.91838497,-.18705438,.37759233,0,0,1,1918
-.57599998,-.2100603,.94216567,-.19791161,.11344475,0,0,1,1920
-.212,-.20464142,.94271648,-.19291884,.5394789,0,0,1,1922
-.212,-.20470373,.90081596,-.18440039,.45223153,0,0,1,1924
-.212,-.0029180646,.9261654,-.0027026106,.14476371,0,0,1,1926
-.212,-.0029028654,.91781574,-.0026642955,.087872982,0,0,1,1928
-.212,-.15171069,.95392311,-.14472033,.043283761,0,0,1,1930
-.52899998,-.15078223,.98793995,-.14896379,.036454082,0,0,1,1932
-.52899998,-.13305759,.95951909,-.1276713,.034389913,0,0,1,1934
-.28999999,-.13305759,.98488617,-.13104658,.28583312,0,0,1,1936
-.28999999,-.16960576,.97786963,-.16585232,.29775894,0,0,1,1938
-.28999999,-.16918972,.97151434,-.16437024,.37537068,0,0,1,1940
-.28999999,-.16062111,.96766746,-.15542781,.3227272,0,0,1,1942
-.28999999,-.16064954,.93926263,-.15089211,.379655,0,0,1,1944
-.28999999,-.17238128,.94891226,-.16357471,.13009429,0,0,1,1946
-.125,-.17237651,.97094148,-.1673675,.39336312,0,0,1,1948
-.125,-.12337038,.94171727,-.11618002,.3664546,0,0,1,1950
-.125,-.12337038,.96599281,-.1191749,.2640276,0,0,1,1952
-.125,-.16115826,.95809317,-.15440463,.41328782,0,0,1,1954
-.125,-.16092005,.96361774,-.15506542,.19672424,0,0,1,1956
-.125,-.079567254,.98785943,-.078601263,.27753484,0,0,1,1958
-.125,-.081396908,.98849207,-.080460198,.23762661,0,0,1,1960
-.125,-.0015432239,.95147437,-.001468338,.13438702,0,0,1,1962
-.125,-.016794503,.9865818,-.016569151,.32828271,0,0,1,1964
-.125,-.088291019,.96330869,-.085051507,.2577669,0,0,1,1966
-.125,-.087884933,.98503017,-.086569309,.17158443,0,0,1,1968
-.125,-.032776922,.98604798,-.032319617,.18399441,0,0,1,1970
-.125,-.032503247,.96609497,-.031401224,.055766106,0,0,1,1972
.37900001,-.084834158,.89021271,-.075520448,.13090312,0,0,0,1974
.37900001,-.084837675,.92710865,-.078653745,.059600711,0,0,0,1976
.37900001,-.082650334,.97523588,-.08060357,.043276429,0,0,0,1978
-.16599999,-.082650334,.98178446,-.08114481,.12811476,0,0,1,1980
-.013,-.00072404742,.93375427,-.00067608239,.4894172,0,0,1,1982
-.013,-.00072801113,.93786621,-.00068277703,.58082867,0,0,1,1984
-.013,-.012586802,.97709906,-.012298552,.49217421,0,0,1,1986
-.013,-.012586802,.98790109,-.012434516,.52637988,0,0,1,1988
-.013,-.056817144,.98791945,-.056130763,.1110093,0,0,1,1990
-.27000001,-.056760699,.97984022,-.055616416,.21210706,0,0,1,1992
-.27000001,.0058733225,.99599129,.0058497782,.13947439,0,0,1,1994
-.27000001,.0060996413,.98023361,.0059790732,.083433807,0,0,1,1996
-.27000001,.043678761,.98242474,.042911094,.061819732,0,0,1,1998
-.25799999,-.015562624,.96788603,-.015062846,.17230594,0,0,1,2000
-.25799999,-.031812847,.95985687,-.03053578,.15448844,0,0,1,2002
-.25799999,-.031812847,.96094877,-.030570516,,0,0,1,2004
-.25799999,-.027139068,.94050133,-.025524329,.096957207,0,0,1,2006
-.35499999,-.027291954,.96555638,-.026351919,.18748373,0,0,1,2008
-.35499999,-.062963217,.960693,-.060488321,.17608786,0,0,1,2010
-.35499999,,,,,0,0,1,2012
.31799999,-.025207937,.96352494,-.024288476,.19581735,0,0,0,1892
-.354,.038548052,.8749243,.033726629,.30151743,0,0,1,1894
-.354,.038321197,.82412505,.031581458,.12052733,0,0,1,1896
-.354,-.11102974,.8765741,-.097325794,.21534359,0,0,1,1898
-.354,-.14106548,.95445228,-.13464026,.22093517,0,0,1,1900
-.51800001,-.13021562,.95354366,-.12416627,.35074812,0,0,1,1902
-.51800001,,,,,0,0,1,1904
-.51800001,-.13760591,.99285579,-.13662282,.069509268,0,0,1,1908
.37,.099969149,.91333711,.091305532,1,0,0,0,1910
.28799999,.09729135,.93321627,.09079387,.070074856,0,0,0,1912
-.523,-.083985209,.95825952,-.080479629,.095953941,0,0,1,1914
-.523,-.082953572,.94780827,-.078624085,.012167811,0,0,1,1916
.345,-.068172455,.9150309,-.062379904,.20189327,0,0,0,1918
-.47,-.074555218,,,,0,0,1,1920
.421,.048768818,.93912184,.045799863,.14064854,0,0,0,1922
-.47,.048706502,.88945353,.043322168,.16486728,0,0,1,1924
.44299999,.10121801,.92499733,.093626395,.0042151213,0,0,0,1926
-.197,.10123321,.91668057,.092798524,.0096637607,0,0,1,1928
-.197,-.11237103,.95317519,-.10710928,.0023389459,0,0,1,1930
-.212,-.11143303,.98767799,-.11005995,.097322524,0,0,1,1932
-.212,-.074540734,.9594183,-.071515746,.048526406,0,0,1,1934
-.212,-.074540734,.98642904,-.073529147,.19187063,0,0,1,1936
-.212,-.084068537,.977139,-.082146645,.17566502,0,0,1,1938
.0070000002,-.083652496,.9712975,-.081251457,.33697218,0,0,1,1940
.0070000002,-.066350579,.96477979,-.064013697,.17372,0,0,1,1942
.0070000002,-.066379011,.93932915,-.062351741,.42926955,0,0,1,1944
.0070000002,-.060850501,.94775069,-.057671104,.0012517571,0,0,1,1946
.0070000002,-.060845733,.96803033,-.058900516,.27718943,0,0,1,1948
.0070000002,-.02815181,.94046807,-.026475878,.28325367,0,0,1,1950
